initCGM,state_C1,state_C2,state_Gp,state_Gc,state_Ge,state_Ie,state_I
40,1.3624999523162842,-0.1347689926624298,-1.4032039642333984,-1.1479551792144775,-1.0116021633148193,-0.3479064106941223,-0.4019511342048645
41,1.3624999523162842,-0.13449354469776154,-1.393446445465088,-1.139535903930664,-1.0048164129257202,-0.34902283549308777,-0.40330228209495544
42,1.3624999523162842,-0.13422098755836487,-1.3836896419525146,-1.1311166286468506,-0.9980309009552002,-0.35013914108276367,-0.40465492010116577
43,1.3624999523162842,-0.13472872972488403,-1.3739327192306519,-1.1226974725723267,-0.9912450909614563,-0.3512580692768097,-0.4060074985027313
44,1.3624999523162842,-0.13445627689361572,-1.364176630973816,-1.1142781972885132,-0.984459638595581,-0.35237371921539307,-0.40736064314842224
45,1.3624999523162842,-0.1341797262430191,-1.3544198274612427,-1.1058589220046997,-0.977672815322876,-0.3534914553165436,-0.4087124466896057
46,1.3624999523162842,-0.13469040393829346,-1.3446637392044067,-1.0974396467208862,-0.9708861708641052,-0.35460808873176575,-0.41006574034690857
47,1.3624999523162842,-0.13442198932170868,-1.3349069356918335,-1.0890203714370728,-0.9641023278236389,-0.35572659969329834,-0.4114176034927368
48,1.3624999523162842,-0.13414497673511505,-1.325148344039917,-1.0806010961532593,-0.9573158621788025,-0.35684293508529663,-0.4127713739871979
49,1.3624999523162842,-0.1346571445465088,-1.3153902292251587,-1.0721818208694458,-0.9505300521850586,-0.35796067118644714,-0.41412490606307983
50,1.3624999523162842,-0.1343831568956375,-1.305633306503296,-1.0637625455856323,-0.9437428116798401,-0.35907843708992004,-0.4154767394065857
51,1.3624999523162842,-0.1341022402048111,-1.2958753108978271,-1.0553432703018188,-0.9369625449180603,-0.36023443937301636,-0.41663622856140137
52,1.3624999523162842,-0.13461530208587646,-1.286118507385254,-1.046924114227295,-0.9301837086677551,-0.36140578985214233,-0.41772040724754333
53,1.3624999523162842,-0.13433824479579926,-1.276361346244812,-1.0385048389434814,-0.9234004616737366,-0.36252880096435547,-0.41898566484451294
54,1.3624999523162842,-0.134062260389328,-1.2666051387786865,-1.030085563659668,-0.9166163206100464,-0.36364418268203735,-0.42028194665908813
55,1.3624999523162842,-0.13457563519477844,-1.2568477392196655,-1.0216662883758545,-0.909834623336792,-0.36475762724876404,-0.42158812284469604
56,1.3624999523162842,-0.1342947632074356,-1.2470916509628296,-1.013247013092041,-0.9030501842498779,-0.36586979031562805,-0.42290276288986206
57,1.3624999523162842,-0.13480815291404724,-1.237334966659546,-1.0048277378082275,-0.8962675929069519,-0.3669807016849518,-0.42422130703926086
58,1.3624999523162842,-0.13453121483325958,-1.2275784015655518,-0.9964084625244141,-0.8894842863082886,-0.3680908977985382,-0.4255449175834656
59,1.3624999523162842,-0.13425186276435852,-1.2178231477737427,-0.9879892468452454,-0.8827083706855774,-0.3692612051963806,-0.4265572726726532
60,1.3624999523162842,-0.13475605845451355,-1.2080647945404053,-0.9795699715614319,-0.8759276866912842,-0.37039411067962646,-0.4277392327785492
61,1.3624999523162842,-0.13448354601860046,-1.1983064413070679,-0.9711506962776184,-0.8691465258598328,-0.37150144577026367,-0.42900827527046204
62,1.3624999523162842,-0.13420478999614716,-1.1885490417480469,-0.9627314209938049,-0.8623653054237366,-0.37260690331459045,-0.4302918016910553
63,1.3624999523162842,-0.13471536338329315,-1.1787914037704468,-0.9543121457099915,-0.8555852174758911,-0.3737111985683441,-0.43158674240112305
64,1.3624999523162842,-0.13443510234355927,-1.169034481048584,-0.9458929300308228,-0.8488023281097412,-0.37481215596199036,-0.4328867197036743
65,1.3624999523162842,-0.13415957987308502,-1.1592767238616943,-0.9374736547470093,-0.8420202732086182,-0.3759138584136963,-0.43419426679611206
66,1.3624999523162842,-0.13466966152191162,-1.1495205163955688,-0.9290543794631958,-0.8352386951446533,-0.3770139515399933,-0.4355054199695587
67,1.3624999523162842,-0.13439081609249115,-1.1397638320922852,-0.9206351041793823,-0.8284565210342407,-0.3781137764453888,-0.43682098388671875
68,1.3624999523162842,-0.13411512970924377,-1.1300069093704224,-0.9122158288955688,-0.8216734528541565,-0.3792102038860321,-0.4381396472454071
69,1.3624999523162842,-0.13462427258491516,-1.1202504634857178,-0.9037966132164001,-0.8148912787437439,-0.3803092837333679,-0.4394596815109253
70,1.3624999523162842,-0.1343495100736618,-1.110493779182434,-0.8953773379325867,-0.808108389377594,-0.38140642642974854,-0.4407840073108673
71,1.3624999523162842,-0.1340714395046234,-1.100737452507019,-0.8869580626487732,-0.8013255596160889,-0.3825053572654724,-0.4421098530292511
72,1.3624999523162842,-0.13458140194416046,-1.0909781455993652,-0.8785387873649597,-0.7945425510406494,-0.38360151648521423,-0.4434392750263214
73,1.3624999523162842,-0.13430869579315186,-1.0812207460403442,-0.870119571685791,-0.7877607941627502,-0.38469886779785156,-0.44476839900016785
74,1.3624999523162842,-0.13481512665748596,-1.0714619159698486,-0.8617002964019775,-0.7809772491455078,-0.38579386472702026,-0.4460999667644501
75,1.3624999523162842,-0.13453903794288635,-1.0617048740386963,-0.8532810211181641,-0.7741941809654236,-0.38689106702804565,-0.44743552803993225
76,1.3624999523162842,-0.1342616081237793,-1.0519471168518066,-0.8448617458343506,-0.7674097418785095,-0.3879867196083069,-0.4487708806991577
77,1.3624999523162842,-0.13477088510990143,-1.0421894788742065,-0.8364424705505371,-0.7606267929077148,-0.38908374309539795,-0.45010805130004883
78,1.3624999523162842,-0.13449382781982422,-1.0324327945709229,-0.8280232548713684,-0.7538429498672485,-0.39017754793167114,-0.4514453411102295
79,1.3624999523162842,-0.13421973586082458,-1.0226761102676392,-0.8196039795875549,-0.74705970287323,-0.3912753164768219,-0.4527857005596161
80,1.3624999523162842,-0.13472948968410492,-1.0129200220108032,-0.8111847043037415,-0.7402772307395935,-0.39236798882484436,-0.4541233777999878
81,1.3624999523162842,-0.13445459306240082,-1.0031641721725464,-0.802765429019928,-0.7334935665130615,-0.393464058637619,-0.45546454191207886
82,1.3624999523162842,-0.1341785043478012,-0.993405282497406,-0.7943462133407593,-0.7267091274261475,-0.3945590853691101,-0.45680683851242065
83,1.3624999523162842,-0.1346878707408905,-0.9836480021476746,-0.7859269380569458,-0.7199262380599976,-0.39565300941467285,-0.4581506848335266
84,1.3624999523162842,-0.13441184163093567,-0.9738909602165222,-0.7775076627731323,-0.7131421566009521,-0.3967486321926117,-0.45949554443359375
85,1.3624999523162842,-0.1341327428817749,-0.9641334414482117,-0.7690883874893188,-0.7063580751419067,-0.3978407382965088,-0.46083784103393555
86,1.3624999523162842,-0.13464537262916565,-0.9543762803077698,-0.7606691122055054,-0.6995733380317688,-0.3989385664463043,-0.4621860682964325
87,1.3624999523162842,-0.1343669891357422,-0.9446179270744324,-0.7522498965263367,-0.6927910447120667,-0.4000301957130432,-0.46353188157081604
88,1.3624999523162842,-0.13409166038036346,-0.93486088514328,-0.7438306212425232,-0.6860069632530212,-0.4011266827583313,-0.46488016843795776
89,1.3624999523162842,-0.13460195064544678,-0.9251033663749695,-0.7354113459587097,-0.6792223453521729,-0.4022180438041687,-0.4662257134914398
90,1.3624999523162842,-0.13432595133781433,-0.915346086025238,-0.7269920706748962,-0.6724374890327454,-0.4033149480819702,-0.467577189207077
91,1.3624999523162842,-0.1348346769809723,-0.9055894017219543,-0.7185727953910828,-0.6656541228294373,-0.40440821647644043,-0.4689270555973053
92,1.3624999523162842,-0.13455982506275177,-0.8958319425582886,-0.7101535797119141,-0.6588692665100098,-0.4055033028125763,-0.47027599811553955
93,1.3624999523162842,-0.13428457081317902,-0.886073648929596,-0.7017343044281006,-0.6520845890045166,-0.4065943658351898,-0.47162535786628723
94,1.3624999523162842,-0.1347951889038086,-0.8763161301612854,-0.6933150291442871,-0.6452999114990234,-0.4076903760433197,-0.4729764461517334
95,1.3624999523162842,-0.13451488316059113,-0.8665587902069092,-0.6848957538604736,-0.6385171413421631,-0.4087827205657959,-0.4743281900882721
96,1.3624999523162842,-0.13424032926559448,-0.8568016886711121,-0.6764765381813049,-0.6317315697669983,-0.4098789691925049,-0.47568047046661377
97,1.3624999523162842,-0.13475407660007477,-0.8470448851585388,-0.6680572628974915,-0.6249457001686096,-0.41097134351730347,-0.47703391313552856
98,1.3624999523162842,-0.13447916507720947,-0.8372870683670044,-0.659637987613678,-0.6181607842445374,-0.41206660866737366,-0.4783880412578583
99,1.3624999523162842,-0.13420163094997406,-0.8275290131568909,-0.6512187123298645,-0.6113758683204651,-0.41315916180610657,-0.4797402024269104
100,1.3624999523162842,-0.13471409678459167,-0.8177714943885803,-0.642799437046051,-0.6045907139778137,-0.41425201296806335,-0.48109304904937744
101,1.3624999523162842,-0.13443540036678314,-0.8080138564109802,-0.6343802213668823,-0.5978053212165833,-0.4153459966182709,-0.4824489951133728
102,1.3624999523162842,-0.1341574490070343,-0.7982569336891174,-0.6259609460830688,-0.5910196304321289,-0.41644102334976196,-0.4838050305843353
103,1.3624999523162842,-0.13466404378414154,-0.7884999513626099,-0.6175416707992554,-0.5842350125312805,-0.4175352156162262,-0.48515960574150085
104,1.3624999523162842,-0.13438940048217773,-0.7787295579910278,-0.6091223955154419,-0.5774489641189575,-0.4186282455921173,-0.4865172803401947
105,1.3624999523162842,-0.13411568105220795,-0.7689559459686279,-0.6007031202316284,-0.5706638097763062,-0.4197213053703308,-0.4878726005554199
106,1.3624999523162842,-0.13462644815444946,-0.7591834664344788,-0.5922839045524597,-0.5638784766197205,-0.4208146929740906,-0.4892289936542511
107,1.3624999523162842,-0.1343507319688797,-0.7494084239006042,-0.5838646292686462,-0.5570922493934631,-0.4219076633453369,-0.4905849099159241
108,1.3624999523162842,-0.13407087326049805,-0.7396312952041626,-0.5754453539848328,-0.5503069162368774,-0.42300131916999817,-0.4919445216655731
109,1.3624999523162842,-0.13458625972270966,-0.7298532724380493,-0.5670260787010193,-0.5435220003128052,-0.42409536242485046,-0.4933015704154968
110,1.3624999523162842,-0.13430801033973694,-0.7200737595558167,-0.5586068630218506,-0.5367355942726135,-0.4251856505870819,-0.49465975165367126
111,1.3624999523162842,-0.13482457399368286,-0.7102917432785034,-0.5501875877380371,-0.5299503207206726,-0.4262809455394745,-0.49601835012435913
112,1.3624999523162842,-0.1345474272966385,-0.7005075812339783,-0.5417683124542236,-0.5231643915176392,-0.4273718297481537,-0.4973759353160858
113,1.3624999523162842,-0.13426750898361206,-0.690722644329071,-0.5333490371704102,-0.516379177570343,-0.42846763134002686,-0.49873629212379456
114,1.3624999523162842,-0.13478413224220276,-0.6809372305870056,-0.5249297618865967,-0.5095928907394409,-0.4295586347579956,-0.5000951290130615
115,1.3624999523162842,-0.13450831174850464,-0.6711353659629822,-0.516510546207428,-0.5028076171875,-0.4306555688381195,-0.5014561414718628
116,1.3624999523162842,-0.1342311054468155,-0.6613257527351379,-0.5080912709236145,-0.4960223436355591,-0.4317450523376465,-0.5028162002563477
117,1.3624999523162842,-0.13474035263061523,-0.6515171527862549,-0.499671995639801,-0.4892358183860779,-0.4328394830226898,-0.5041765570640564
118,1.3624999523162842,-0.1344677209854126,-0.6416979432106018,-0.49125275015830994,-0.48245006799697876,-0.433928519487381,-0.5055345296859741
119,1.3624999523162842,-0.13419294357299805,-0.6318744421005249,-0.48283347487449646,-0.4756639003753662,-0.43502357602119446,-0.5068951845169067
120,1.3624999523162842,-0.13470682501792908,-0.6220496892929077,-0.474414199590683,-0.46887829899787903,-0.4361139237880707,-0.5082558989524841
121,1.3624999523162842,-0.13442769646644592,-0.6122238636016846,-0.4659949541091919,-0.4620921015739441,-0.43720853328704834,-0.5096198320388794
122,1.3624999523162842,-0.13415642082691193,-0.6023926138877869,-0.4575756788253784,-0.45530617237091064,-0.4382971525192261,-0.5109812021255493
123,1.3624999523162842,-0.13466723263263702,-0.5925619602203369,-0.44915643334388733,-0.44852080941200256,-0.4393913447856903,-0.5123422741889954
124,1.3624999523162842,-0.134389728307724,-0.5827293395996094,-0.44073715806007385,-0.4417346119880676,-0.4404809772968292,-0.5137031674385071
125,1.3624999523162842,-0.13411717116832733,-0.5728960633277893,-0.43231791257858276,-0.43494829535484314,-0.44157305359840393,-0.5150654315948486
126,1.3624999523162842,-0.13463100790977478,-0.5630597472190857,-0.4238986372947693,-0.42816194891929626,-0.44266214966773987,-0.5164254307746887
127,1.3624999523162842,-0.13435693085193634,-0.5532187223434448,-0.4154793620109558,-0.4213769733905792,-0.443753719329834,-0.5177876353263855
128,1.3624999523162842,-0.13408145308494568,-0.5433741211891174,-0.4070601165294647,-0.41459017992019653,-0.4448435306549072,-0.5191507339477539
129,1.3624999523162842,-0.13459955155849457,-0.5335303544998169,-0.39864084124565125,-0.40780332684516907,-0.4459410607814789,-0.5204964876174927
130,1.3624999523162842,-0.13432805240154266,-0.5236848592758179,-0.39022159576416016,-0.40101760625839233,-0.44704243540763855,-0.5218230485916138
131,1.3624999523162842,-0.13405200839042664,-0.5138395428657532,-0.3818023204803467,-0.3942321240901947,-0.44815143942832947,-0.5231252312660217
132,1.3624999523162842,-0.1345706433057785,-0.5039951801300049,-0.3733830749988556,-0.3874463140964508,-0.44925814867019653,-0.5244303941726685
133,1.3624999523162842,-0.13429540395736694,-0.49415189027786255,-0.3649637997150421,-0.3806602954864502,-0.4503624737262726,-0.5257420539855957
134,1.3624999523162842,-0.1341392993927002,-0.48430436849594116,-0.35654452443122864,-0.37361180782318115,-0.4512644410133362,-0.5266056060791016
135,1.3624999523162842,-0.13481497764587402,-0.4744572937488556,-0.34812527894973755,-0.3664707541465759,-0.4522049129009247,-0.5273332595825195
136,1.3624999523162842,-0.13469600677490234,-0.46468523144721985,-0.3397060036659241,-0.35903432965278625,-0.45269984006881714,-0.5274360179901123
137,1.3624999523162842,-0.1345045268535614,-0.4549459218978882,-0.331286758184433,-0.3516671359539032,-0.4531532824039459,-0.5276091694831848
138,1.3624999523162842,-0.13416270911693573,-0.44517651200294495,-0.3228674829006195,-0.34301885962486267,-0.45305711030960083,-0.5257774591445923
139,1.3624999523162842,-0.13466858863830566,-0.4353945553302765,-0.3144482374191284,-0.3359745442867279,-0.453786164522171,-0.5263583660125732
140,1.3624999523162842,-0.13444551825523376,-0.4256165027618408,-0.30602896213531494,-0.3287697434425354,-0.4543918967247009,-0.52666175365448
141,1.3624999523162842,-0.13416174054145813,-0.41584551334381104,-0.29760968685150146,-0.3216984272003174,-0.45503953099250793,-0.5271296501159668
142,1.3624999523162842,-0.13438284397125244,-0.4060872793197632,-0.2891904413700104,-0.315288782119751,-0.4560754597187042,-0.5286267399787903
143,1.3624999523162842,-0.13466137647628784,-0.3963375389575958,-0.2807711660861969,-0.3087613582611084,-0.4570973813533783,-0.5299246311187744
144,1.3624999523162842,-0.13416457176208496,-0.38659778237342834,-0.2723519206047058,-0.30221301317214966,-0.4580760598182678,-0.5311732292175293
145,1.3624999523162842,-0.1345071941614151,-0.37686946988105774,-0.26393264532089233,-0.29553475975990295,-0.4589541554450989,-0.5321886539459229
146,1.3624999523162842,-0.13412509858608246,-0.36715641617774963,-0.25551339983940125,-0.28871580958366394,-0.4597190022468567,-0.532924473285675
147,1.3624999523162842,-0.13424251973628998,-0.35746580362319946,-0.24709412455558777,-0.2825503647327423,-0.4607894718647003,-0.5347632765769958
148,1.3624999523162842,-0.13436788320541382,-0.3477983772754669,-0.23867486417293549,-0.27638471126556396,-0.4618332087993622,-0.5366047024726868
149,1.3624999523162842,-0.134489044547081,-0.33816275000572205,-0.2302556037902832,-0.27021971344947815,-0.46283334493637085,-0.5384505391120911
150,1.3624999523162842,-0.1346224844455719,-0.32856541872024536,-0.22183634340763092,-0.2640533447265625,-0.46378278732299805,-0.5402952432632446
151,1.3624999523162842,-0.13477030396461487,-0.31902647018432617,-0.21341708302497864,-0.2578848600387573,-0.464669793844223,-0.5421534180641174
152,1.3624999523162842,-0.1341370791196823,-0.3095738887786865,-0.20499780774116516,-0.2517153322696686,-0.46545496582984924,-0.5440288782119751
153,1.3624999523162842,-0.1343124955892563,-0.3002411723136902,-0.19657854735851288,-0.24554428458213806,-0.46611514687538147,-0.5459415316581726
154,1.3624999523162842,-0.1345767080783844,-0.2904113531112671,-0.1881592869758606,-0.2393733561038971,-0.4672374129295349,-0.5478745698928833
155,1.3624999523162842,-0.1340567171573639,-0.2805817425251007,-0.1797400265932083,-0.2332022488117218,-0.46835920214653015,-0.5498131513595581
156,1.3624999523162842,-0.13432519137859344,-0.2707521915435791,-0.17132076621055603,-0.22703100740909576,-0.46947619318962097,-0.5517528057098389
157,1.3624999523162842,-0.1346004605293274,-0.2609221041202545,-0.16290150582790375,-0.2208581268787384,-0.4706009030342102,-0.553678035736084
158,1.3624999523162842,-0.1340804100036621,-0.25109291076660156,-0.15448224544525146,-0.21468707919120789,-0.4717349708080292,-0.5555818676948547
159,1.3624999523162842,-0.13434968888759613,-0.24126283824443817,-0.146062970161438,-0.20851556956768036,-0.47286897897720337,-0.5574743747711182
160,1.3624999523162842,-0.13461938500404358,-0.23143313825130463,-0.1376437097787857,-0.20234443247318268,-0.47401556372642517,-0.5593309998512268
161,1.3624999523162842,-0.13410012423992157,-0.22160369157791138,-0.12922444939613342,-0.19617445766925812,-0.4752081632614136,-0.561055600643158
162,1.3624999523162842,-0.13436782360076904,-0.21177415549755096,-0.12080518901348114,-0.1900058388710022,-0.4763997495174408,-0.5627717971801758
163,1.3624999523162842,-0.134637251496315,-0.20194460451602936,-0.11238592863082886,-0.18383805453777313,-0.4775797426700592,-0.5644918084144592
164,1.3624999523162842,-0.13411545753479004,-0.19211585819721222,-0.10396666824817657,-0.17767171561717987,-0.47873610258102417,-0.5662274360656738
165,1.3624999523162842,-0.13438139855861664,-0.18229277431964874,-0.0955474004149437,-0.1715061366558075,-0.479549765586853,-0.5679684281349182
166,1.3624999523162842,-0.13464637100696564,-0.17247192561626434,-0.08712814003229141,-0.16534161567687988,-0.4801630973815918,-0.569725513458252
167,1.3624999523162842,-0.13411608338356018,-0.16264744102954865,-0.07870887964963913,-0.1591770350933075,-0.48077037930488586,-0.5714923739433289
168,1.3624999523162842,-0.13436567783355713,-0.1528186798095703,-0.07028961926698685,-0.15301336348056793,-0.48139846324920654,-0.5732626914978027
169,1.3624999523162842,-0.13460959494113922,-0.14298689365386963,-0.06187035143375397,-0.14685054123401642,-0.4820510149002075,-0.5750426650047302
170,1.3624999523162842,-0.13405825197696686,-0.133151575922966,-0.053451091051101685,-0.14068831503391266,-0.4827249348163605,-0.5768287181854248
171,1.3624999523162842,-0.1342897266149521,-0.12331459671258926,-0.0450318269431591,-0.13452672958374023,-0.4834015369415283,-0.5786169171333313
172,1.3624999523162842,-0.13451407849788666,-0.11347868293523788,-0.03661256656050682,-0.12836571037769318,-0.48394834995269775,-0.5804073214530945
173,1.3624999523162842,-0.13473117351531982,-0.10363924503326416,-0.02819330431520939,-0.12220533192157745,-0.48453229665756226,-0.5822010636329651
174,1.3624999523162842,-0.13414566218852997,-0.09379563480615616,-0.019774040207266808,-0.11604589968919754,-0.48515036702156067,-0.5840030908584595
175,1.3624999523162842,-0.1343507617712021,-0.08394918590784073,-0.01135477889329195,-0.10988578200340271,-0.48580121994018555,-0.5858087539672852
176,1.3624999523162842,-0.134442538022995,-0.07412341982126236,-0.002935516182333231,-0.10373074561357498,-0.48642516136169434,-0.5875921249389648
177,1.3624999523162842,-0.13453054428100586,-0.06452453136444092,0.005483746062964201,-0.09760230779647827,-0.4866172969341278,-0.5891415476799011
178,1.3624999523162842,-0.13424621522426605,-0.05485998094081879,0.01390300877392292,-0.09146793931722641,-0.487043559551239,-0.5907948613166809
179,1.3624999523162842,-0.13470178842544556,-0.045276496559381485,0.022322271019220352,-0.08533433824777603,-0.4873908460140228,-0.5924277901649475
180,1.3624999523162842,-0.13430936634540558,-0.035850368440151215,0.030741533264517784,-0.07919888198375702,-0.4875789284706116,-0.5940507650375366
181,1.3624999523162842,-0.13469581305980682,-0.02675277553498745,0.039160795509815216,-0.07305510342121124,-0.4874891936779022,-0.5957463383674622
182,1.3624999523162842,-0.13420721888542175,-0.01703116111457348,0.0475800596177578,-0.06690946966409683,-0.4878292679786682,-0.59749436378479
183,1.3624999523162842,-0.1345728039741516,-0.007210871204733849,0.05599932000041008,-0.06076318398118019,-0.48826542496681213,-0.599250078201294
184,1.3624999523162842,-0.13414567708969116,0.002610898809507489,0.06441858410835266,-0.05461784079670906,-0.48872339725494385,-0.601011335849762
185,1.3624999523162842,-0.1345030814409256,0.012476414442062378,0.07283784449100494,-0.048472605645656586,-0.4891989529132843,-0.6027803421020508
186,1.3624999523162842,-0.13406775891780853,0.02237795852124691,0.08125710487365723,-0.042327459901571274,-0.4896862506866455,-0.6045526266098022
187,1.3624999523162842,-0.13442139327526093,0.032280318439006805,0.0896763727068901,-0.036182157695293427,-0.4901929199695587,-0.6063358187675476
188,1.3624999523162842,-0.13476811349391937,0.04218403622508049,0.09809563308954239,-0.03003646433353424,-0.49071237444877625,-0.6081274151802063
189,1.3624999523162842,-0.1343238651752472,0.05208873748779297,0.10651489347219467,-0.023890802636742592,-0.49124807119369507,-0.6099261045455933
190,1.3624999523162842,-0.13422749936580658,0.06199522316455841,0.11493416130542755,-0.01734970510005951,-0.49176904559135437,-0.6116788387298584
191,1.3624999523162842,-0.13438518345355988,0.07191164791584015,0.12335342168807983,-0.008769945241510868,-0.49211612343788147,-0.6131013631820679
192,1.3624999523162842,-0.1345963329076767,0.08186671882867813,0.13177268207073212,0.004402472171932459,-0.4918670058250427,-0.6136332750320435
193,1.3624999523162842,-0.13432396948337555,0.09182193130254745,0.1401919424533844,0.016295814886689186,-0.4916837215423584,-0.6142274141311646
194,1.3624999523162842,-0.1341598629951477,0.10177913308143616,0.14861120283603668,0.02846253104507923,-0.49146735668182373,-0.6145729422569275
195,1.3624999523162842,-0.13435529172420502,0.11174212396144867,0.15703046321868896,0.04215918853878975,-0.4911152422428131,-0.6143473386764526
196,1.3624999523162842,-0.1346186399459839,0.12170425057411194,0.16544973850250244,0.057169873267412186,-0.4907148778438568,-0.6135377883911133
197,1.3624999523162842,-0.13458944857120514,0.13166293501853943,0.17386899888515472,0.07413236796855927,-0.4902845025062561,-0.6117978096008301
198,1.3624999523162842,-0.13408556580543518,0.14161373674869537,0.182288259267807,0.09401237964630127,-0.4899098873138428,-0.6084761023521423
199,1.3624999523162842,-0.13418839871883392,0.1515539437532425,0.1907075196504593,0.11855711787939072,-0.4897138774394989,-0.6024637818336487
200,1.3624999523162842,-0.13447818160057068,0.16148784756660461,0.19912678003311157,0.14148609340190887,-0.4897729754447937,-0.5967373847961426
201,1.3624999523162842,-0.1346394419670105,0.1714186668395996,0.20754604041576385,0.15495559573173523,-0.4899776875972748,-0.5951229333877563
202,1.3624999523162842,-0.13465192914009094,0.18134768307209015,0.21596530079841614,0.16712097823619843,-0.4902482330799103,-0.5940362811088562
203,1.3624999523162842,-0.1347358673810959,0.19127531349658966,0.22438457608222961,0.17830459773540497,-0.49057185649871826,-0.593380868434906
204,1.3624999523162842,-0.13451476395130157,0.2012019008398056,0.2328038364648819,0.18909943103790283,-0.4909411072731018,-0.5928690433502197
205,1.3624999523162842,-0.13457021117210388,0.21112851798534393,0.24122309684753418,0.19920746982097626,-0.491338312625885,-0.5927185416221619
206,1.3624999523162842,-0.13424229621887207,0.22105492651462555,0.24964235723018646,0.20878350734710693,-0.49174922704696655,-0.5928587913513184
207,1.3624999523162842,-0.13469332456588745,0.2309817522764206,0.25806161761283875,0.21835942566394806,-0.49216529726982117,-0.5930020809173584
208,1.3624999523162842,-0.13436011970043182,0.2409084439277649,0.2664808928966522,0.22793534398078918,-0.4925912022590637,-0.5931487083435059
209,1.3624999523162842,-0.13480916619300842,0.25083568692207336,0.2749001383781433,0.2375117838382721,-0.49302008748054504,-0.5932970643043518
210,1.3624999523162842,-0.13446742296218872,0.26076260209083557,0.2833194136619568,0.24708767235279083,-0.49345895648002625,-0.593449592590332
211,1.3624999523162842,-0.13413217663764954,0.2706890106201172,0.2917386591434479,0.2566637098789215,-0.4938998520374298,-0.5936042070388794
212,1.3624999523162842,-0.13457603752613068,0.2806166410446167,0.30015793442726135,0.26623907685279846,-0.49435004591941833,-0.5937604308128357
213,1.3624999523162842,-0.13423624634742737,0.2905433773994446,0.30857717990875244,0.27581483125686646,-0.49480316042900085,-0.5939213633537292
214,1.3624999523162842,-0.13467857241630554,0.30047088861465454,0.3169964551925659,0.28539183735847473,-0.4952635169029236,-0.594083309173584
215,1.3624999523162842,-0.1343359798192978,0.31039807200431824,0.3254157304763794,0.29496774077415466,-0.4957273006439209,-0.5942476987838745
216,1.3624999523162842,-0.13476574420928955,0.32032856345176697,0.3338349759578705,0.30454376339912415,-0.4961654245853424,-0.5944013595581055
